"","rt","shape_org","cueType","e1_motion_dir","e2_motion_dir","responseAR","cuedAR","uncuedAR","coherence","cued_motion_dir","uncued_motion_dir","response_error","trial_number","round_number","sub","arDiff","pairAvg","cuedMotDir1V0H2R","global_org1W0B","sameDirection1S0D","sameDirection1S0D_R2","pairSameARCat","identicalShapesI1D0","randomTrialsR1C0","motionType1Diag0Trans","responseAR_normed","uncuedCat","cuedCat","respAcc","globalMotion"
"35691",3317,4,2,180,270,-0.42,-0.19,-0.19,1,270,180,-0.23166,116,0,18268,0,-0.18533,1,1,0,0,1,1,0,0,-0.267698888888889,"-1",-1,1,"1"
"35694",2664,4,2,270,0,0.28,0.37,0.09,1,0,270,-0.09266,119,0,18268,-0.27799,0.231655,0,1,0,0,1,0,0,1,-0.08687375,"1",1,1,"-1"
"35695",3327,3,2,180,0,-0.23,0.09,0.05,1,0,180,-0.32432,120,0,18268,-0.04633,0.069495,0,1,0,0,1,0,0,0,-0.3822375,"1",1,0,"-1"
"35696",2699,2,2,180,270,-0.14,0.05,0.05,1,270,180,-0.18533,121,0,18268,0,0.04633,1,0,0,0,1,1,0,0,-0.287261,"1",1,0,"1"
"35697",2729,3,2,0,90,0.32,0.42,-0.23,1,90,0,-0.09266,122,0,18268,-0.64865,0.092665,1,1,0,0,0,0,0,0,-0.15753,"-1",1,1,"1"
"35700",3785,1,2,180,180,0.46,0.14,0.14,1,180,180,0.32432,125,0,18268,0,0.13899,0,0,1,1,1,1,0,1,0.19112125,"1",1,1,"-1"
"35701",2639,1,2,180,0,0.19,-0.32,-0.09,1,0,180,0.50965,126,0,18268,0.23166,-0.20849,0,0,0,0,1,0,0,0,0.450082857142857,"-1",-1,0,"-1"
"35702",4190,2,1,270,270,0.37,0.19,-0.28,1,270,270,0.18533,127,0,18268,-0.46332,-0.04633,1,0,1,1,0,0,0,1,0.069495,"-1",1,1,"1"
"35703",3946,1,1,0,90,-0.23,-0.28,-0.05,1,0,90,0.04633,128,0,18268,0.23166,-0.16216,0,0,0,0,1,0,0,0,0.015445,"-1",-1,1,"-1"
"35705",3054,3,2,270,0,-0.28,-0.09,-0.09,1,0,270,-0.18533,130,0,18268,0,-0.09266,0,1,0,0,1,1,0,1,-0.23166,"-1",-1,1,"-1"
"35706",3250,4,2,90,180,0.42,0.14,-0.28,1,180,90,0.27799,131,0,18268,-0.41698,-0.0695,0,1,0,0,0,0,0,0,0.14479125,"-1",1,1,"-1"
"35708",3306,3,2,90,90,-0.19,-0.05,-0.05,1,90,90,-0.139,133,0,18268,0,-0.04633,1,1,1,1,1,1,0,1,-0.18533,"-1",-1,1,"1"
"35709",2510,4,2,0,0,-0.19,-0.23,-0.14,1,0,0,0.04633,134,0,18268,0.09266,-0.18533,0,1,1,1,1,0,0,1,-0.0463333333333333,"-1",-1,1,"-1"
"35712",3123,3,2,180,90,0.37,0.46,0.46,1,90,180,-0.09266,137,0,18268,0,0.46332,1,1,0,0,1,1,0,0,-0.08108375,"1",1,1,"1"
"35716",4851,4,2,90,180,-0.05,-0.19,-0.05,1,180,90,0.139,141,0,18268,0.139,-0.11583,0,1,0,0,1,0,0,0,0.102961111111111,"-1",-1,1,"-1"
"35717",2469,3,1,180,270,0.51,0.05,-0.46,1,180,270,0.46332,142,0,18268,-0.50965,-0.208495,0,1,0,0,0,0,0,0,0.361389,"-1",1,1,"-1"
"35718",3399,4,1,270,0,-0.32,-0.42,-0.42,1,270,0,0.09266,143,0,18268,0,-0.41699,1,1,0,0,1,1,0,1,0.138999,"-1",-1,1,"1"
"35720",5390,3,1,270,0,-0.19,-0.14,-0.14,1,270,0,-0.04633,145,0,18268,0,-0.139,1,1,0,0,1,1,0,1,0.00772166666666668,"-1",-1,1,"1"
"35722",5479,4,2,0,0,-0.19,0.19,0.37,1,0,0,-0.37065,0,1,19095,0.18532,0.27799,0,1,1,1,1,0,0,1,-0.162161666666667,"1",1,0,"-1"
"35724",2958,4,2,180,180,0.23,0,0,1,180,180,0.23166,2,1,19095,0,0,0,1,1,1,1,1,0,1,0.074132,"0",0,0,"-1"
"35725",3622,3,2,180,270,-0.14,-0.19,0,1,270,180,0.04633,3,1,19095,0.18533,-0.092665,1,1,0,0,0,0,0,0,-0.138996,"0",-1,1,"1"
"35727",5098,3,1,180,0,-0.23,-0.46,-0.05,1,180,0,0.23166,5,1,19095,0.41699,-0.254825,0,1,0,0,1,0,0,0,0.0505436363636364,"-1",-1,1,"-1"
"35728",8205,3,1,0,180,-0.28,-0.37,0.23,1,0,180,0.09266,6,1,19095,0.60232,-0.0695,0,1,0,0,0,0,0,0,-0.118402222222222,"1",-1,1,"-1"
"35730",3177,1,2,90,0,0.28,0.32,-0.19,1,0,90,-0.04633,8,1,19095,-0.50965,0.069495,0,0,0,0,0,0,0,0,-0.0330942857142857,"-1",1,1,"-1"
"35731",3380,4,2,180,90,-0.23,-0.42,-0.23,1,90,180,0.18533,9,1,19095,0.18533,-0.324325,1,1,0,0,1,0,0,0,0.07722,"-1",-1,1,"1"
"35733",3056,1,1,180,270,-0.23,0,0.37,1,180,270,-0.23166,11,1,19095,0.37065,0.185325,0,0,0,0,0,0,0,0,-0.389188,"1",0,0,"-1"
"35736",2867,2,2,90,0,-0.19,-0.23,-0.23,1,0,90,0.04633,14,1,19095,0,-0.23166,0,0,0,0,1,1,0,0,0.0677130769230769,"-1",-1,1,"-1"
"35737",3045,4,2,90,0,0.19,0,-0.42,1,0,90,0.18533,15,1,19095,-0.41699,-0.208495,0,1,0,0,0,0,0,0,0.027802,"-1",0,0,"-1"
"35738",3270,4,1,90,270,0.28,0.19,-0.28,1,90,270,0.09266,16,1,19095,-0.46332,-0.04633,1,1,0,0,0,0,0,0,0.301158333333333,"-1",1,1,"1"
"35739",2570,2,2,0,180,-0.19,-0.14,-0.14,1,180,0,-0.04633,17,1,19095,0,-0.139,0,0,0,0,1,1,0,0,-0.118405555555556,"-1",-1,1,"-1"
"35740",3719,3,2,0,90,0.23,0.37,-0.32,1,90,0,-0.139,18,1,19095,-0.69497,0.023165,1,1,0,0,0,0,0,0,0.0463345454545455,"-1",1,1,"1"
"35743",3110,4,1,90,0,0.19,-0.09,-0.23,1,90,0,0.27799,21,1,19095,-0.139,-0.16216,1,1,0,0,1,0,0,0,0.203862,"-1",-1,0,"1"
"35745",3044,3,2,270,90,-0.23,-0.46,0.09,1,90,270,0.23166,23,1,19095,0.55598,-0.18533,1,1,0,0,0,0,0,0,0.0505436363636364,"1",-1,1,"1"
"35747",2905,4,2,90,270,-0.32,-0.46,-0.46,1,270,90,0.139,25,1,19095,0,-0.46332,1,1,0,0,1,1,0,0,-0.0421163636363636,"-1",-1,1,"1"
"35748",3034,4,2,90,180,-0.05,-0.09,-0.09,1,180,90,0.04633,26,1,19095,0,-0.09266,0,1,0,0,1,1,0,0,-0.027798,"-1",-1,1,"-1"
"35750",3881,1,1,90,0,-0.23,0,0.42,1,90,0,-0.23166,28,1,19095,0.41699,0.208495,1,0,0,0,0,0,0,0,-0.389188,"1",0,0,"1"
"35752",3805,3,1,180,0,-0.19,-0.37,-0.19,1,180,0,0.18533,30,1,19095,0.18533,-0.277995,0,1,0,0,1,0,0,0,-0.0257422222222222,"-1",-1,1,"-1"
"35753",3849,3,2,180,270,0.14,0.23,0.23,1,270,180,-0.09266,31,1,19095,0,0.23166,1,1,0,0,1,1,0,0,-0.0294890909090909,"1",1,1,"1"
"35754",2967,4,2,90,90,0.23,0.32,0.28,1,90,90,-0.09266,32,1,19095,-0.04633,0.301155,1,1,1,1,1,0,0,1,-0.0794242857142857,"1",1,1,"1"
"35756",2792,1,1,270,0,0.28,0.37,0,1,270,0,-0.09266,34,1,19095,-0.37065,0.185325,1,0,0,0,0,0,0,1,0.0926645454545455,"0",1,1,"1"
"35757",3717,3,1,90,90,0.23,0.09,0.09,1,90,90,0.139,35,1,19095,0,0.09266,1,1,1,1,1,1,0,1,0.0694983333333333,"1",1,1,"1"
"35759",2860,1,1,0,180,0.28,0.32,0.05,1,0,180,-0.04633,37,1,19095,-0.27799,0.185325,0,0,0,0,1,0,0,0,-0.0330942857142857,"1",1,1,"-1"
"35760",4012,3,2,270,90,-0.09,-0.09,0.46,1,90,270,0,38,1,19095,0.55598,0.18533,1,1,0,0,0,0,0,0,-0.074128,"1",-1,1,"1"
"35762",3200,2,2,180,270,-0.32,-0.09,0.37,1,270,180,-0.23166,40,1,19095,0.46331,0.138995,1,0,0,0,0,0,0,0,-0.305788,"1",-1,1,"1"
"35764",3062,4,2,270,270,0.14,-0.05,-0.37,1,270,270,0.18533,42,1,19095,-0.32433,-0.208495,1,1,1,1,1,0,0,1,0.0761128571428571,"-1",-1,0,"1"
"35765",3660,1,2,270,90,0.19,0.14,0.19,1,90,270,0.04633,43,1,19095,0.04634,0.16216,1,0,0,0,1,0,0,0,0.10425,"1",1,1,"1"
"35766",3569,3,2,270,90,-0.28,-0.46,-0.28,1,90,270,0.18533,44,1,19095,0.18533,-0.370655,1,1,0,0,1,0,0,0,0.00421363636363636,"-1",-1,1,"1"
"35768",3403,4,2,180,0,0.28,0.37,-0.46,1,0,180,-0.09266,46,1,19095,-0.83397,-0.046335,0,1,0,0,0,0,0,0,0.0926645454545455,"-1",1,1,"-1"
"35770",3220,4,2,90,0,-0.32,-0.28,0.37,1,0,90,-0.04633,48,1,19095,0.64864,0.04633,0,1,0,0,0,0,0,0,0.027804,"1",-1,1,"-1"
"35773",3442,1,2,90,180,-0.23,-0.37,-0.37,1,180,90,0.139,51,1,19095,0,-0.37066,0,0,0,0,1,1,0,0,-0.0720722222222222,"-1",-1,1,"-1"
"35774",2746,4,2,270,270,-0.28,-0.23,-0.23,1,270,270,-0.04633,52,1,19095,0,-0.23166,1,1,1,1,1,1,0,1,-0.0249469230769231,"-1",-1,1,"1"
"35775",2980,3,2,90,0,0.32,0.32,0,1,0,90,0,53,1,19095,-0.32432,0.16216,0,1,0,0,0,0,0,0,0.0132357142857143,"0",1,1,"-1"
"35776",2583,4,2,270,0,-0.37,-0.42,-0.32,1,0,270,0.04633,54,1,19095,0.09267,-0.370655,0,1,0,0,1,0,0,1,-0.06178,"-1",-1,1,"-1"
"35777",3395,4,1,270,270,0.23,-0.14,-0.23,1,270,270,0.37065,55,1,19095,-0.09266,-0.18533,1,1,1,1,1,0,0,1,0.298584444444444,"-1",-1,0,"1"
"35778",4817,3,2,270,180,-0.14,0.19,0.19,1,180,270,-0.32432,56,1,19095,0,0.18533,0,1,0,0,1,1,0,0,-0.115831666666667,"1",1,0,"-1"
"35779",2779,4,2,90,270,0.14,0.23,0.23,1,270,90,-0.09266,57,1,19095,0,0.23166,1,1,0,0,1,1,0,0,-0.0294890909090909,"1",1,1,"1"
"35781",3228,4,1,270,90,-0.23,-0.32,-0.32,1,270,90,0.09266,59,1,19095,0,-0.32432,1,1,0,0,1,1,0,0,0.04633125,"-1",-1,1,"1"
"35782",3128,4,1,0,90,-0.23,0.14,0.46,1,0,90,-0.37065,60,1,19095,0.32433,0.301155,0,1,0,0,1,0,0,0,-0.31274,"1",1,0,"-1"
"35783",10140,4,1,270,90,-0.23,-0.19,0.42,1,270,90,-0.04633,61,1,19095,0.60232,0.11583,1,1,0,0,0,0,0,0,-0.231656,"1",-1,1,"1"
"35787",3474,1,2,0,90,0.32,0.09,0.05,1,90,0,0.23166,65,1,19095,-0.04633,0.069495,1,0,0,0,1,0,0,0,0.162158333333333,"1",1,1,"1"
"35788",2896,3,1,270,0,-0.42,-0.28,-0.37,1,270,0,-0.139,66,1,19095,-0.09267,-0.324325,1,1,0,0,1,0,0,1,-0.064866,"-1",-1,1,"1"
"35789",2771,2,1,0,90,0.32,0.05,0.05,1,0,90,0.27799,67,1,19095,0,0.04633,0,0,0,0,1,1,0,0,0.352118,"1",1,1,"-1"
"35790",3268,4,1,270,90,-0.19,-0.09,-0.05,1,270,90,-0.09266,68,1,19095,0.04633,-0.069495,1,1,0,0,1,0,0,0,-0.166798,"-1",-1,1,"1"
"35792",3158,4,1,0,0,0.28,0.42,0,1,0,0,-0.139,70,1,19095,-0.41699,0.208495,0,1,1,1,0,0,0,1,0.0540533333333333,"0",1,1,"-1"
"35794",3316,2,2,180,180,0.23,0.14,-0.42,1,180,180,0.09266,72,1,19095,-0.55598,-0.139,0,0,1,1,0,0,0,1,0.15058,"-1",1,1,"-1"
"35795",4331,1,1,180,0,0.32,0.28,0.32,1,180,0,0.04633,73,1,19095,0.04633,0.301155,0,0,0,0,1,0,0,0,0.0289575,"1",1,1,"-1"
"35796",2675,4,1,0,0,0.32,0.32,0.46,1,0,0,0,74,1,19095,0.139,0.39382,0,1,1,1,1,0,0,1,0.0132357142857143,"1",1,1,"-1"
"35798",3160,4,2,90,180,-0.37,0.37,0.37,1,180,90,-0.74131,76,1,19095,0,0.37065,0,1,0,0,1,1,0,0,-0.555985454545455,"1",1,0,"-1"
"35800",4359,1,1,90,90,0.37,0.42,0.42,1,90,90,-0.04633,78,1,19095,0,0.41699,1,0,1,1,1,1,0,1,0.146713333333333,"1",1,1,"1"
"35802",4588,1,1,90,90,-0.19,-0.46,-0.46,1,90,90,0.27799,80,1,19095,0,-0.46332,1,0,1,1,1,1,0,1,0.0968736363636364,"-1",-1,1,"1"
"35803",3720,3,1,270,0,-0.23,-0.42,-0.42,1,270,0,0.18533,81,1,19095,0,-0.41699,1,1,0,0,1,1,0,1,0.07722,"-1",-1,1,"1"
"35804",5286,3,1,180,180,-0.09,-0.05,-0.14,1,180,180,-0.04633,82,1,19095,-0.09267,-0.092665,0,1,1,1,1,0,0,1,-0.155537142857143,"-1",-1,1,"-1"
"35805",3192,1,2,0,0,0.09,0.05,-0.05,1,0,0,0.04633,83,1,19095,-0.09266,0,0,0,1,1,0,0,0,1,0.120458,"-1",1,1,"-1"
"35806",3140,1,2,270,180,0.32,0.32,-0.09,1,180,270,0,84,1,19095,-0.41698,0.11583,0,0,0,0,0,0,0,0,0.0132357142857143,"-1",1,1,"-1"
"35807",2843,3,1,0,0,0.23,0.09,-0.42,1,0,0,0.139,85,1,19095,-0.50965,-0.162165,0,1,1,1,0,0,0,1,0.0694983333333333,"-1",1,1,"-1"
"35808",4246,4,1,270,180,0.42,0.42,0.19,1,270,180,0,86,1,19095,-0.23166,0.30116,1,1,0,0,1,0,0,0,0.193053333333333,"1",1,1,"1"
"35810",3417,4,2,270,270,0.19,-0.37,-0.23,1,270,270,0.55598,88,1,19095,0.139,-0.30116,1,1,1,1,1,0,0,1,0.344917777777778,"-1",-1,0,"1"
"35812",2505,3,2,90,270,0.28,0.23,0.09,1,270,90,0.04633,90,1,19095,-0.139,0.16216,1,1,0,0,1,0,0,0,0.109510909090909,"1",1,1,"1"
"35813",3915,3,2,180,270,0.23,0.42,0.46,1,270,180,-0.18533,91,1,19095,0.04633,0.440155,1,1,0,0,1,0,0,0,0.00772333333333333,"1",1,1,"1"
"35814",3093,4,2,0,90,-0.28,-0.42,0,1,90,0,0.139,92,1,19095,0.41699,-0.208495,1,1,0,0,0,0,0,0,0.03089,"0",-1,1,"1"
"35815",2616,4,1,270,180,0.32,0.37,0.37,1,270,180,-0.04633,93,1,19095,0,0.37065,1,1,0,0,1,1,0,0,0.138994545454545,"1",1,1,"1"
"35816",3561,3,2,0,0,0.19,0.28,-0.09,1,0,0,-0.09266,94,1,19095,-0.37065,0.092665,0,1,1,1,0,0,0,1,-0.1100325,"-1",1,1,"-1"
"35817",3793,2,1,90,90,-0.32,-0.23,-0.37,1,90,90,-0.09266,95,1,19095,-0.139,-0.30116,1,0,1,1,1,0,0,1,-0.0712769230769231,"-1",-1,1,"1"
"35821",2739,4,1,0,180,0.42,0.46,0,1,0,180,-0.04633,99,1,19095,-0.46332,0.23166,0,1,0,0,0,0,0,0,0.08108625,"0",1,1,"-1"
"35822",3017,3,2,90,0,0.42,0.09,-0.14,1,0,90,0.32432,100,1,19095,-0.23166,-0.02317,0,1,0,0,0,0,0,0,0.254828333333333,"-1",1,1,"-1"
"35823",3231,4,1,270,270,0.23,0.46,-0.09,1,270,270,-0.23166,101,1,19095,-0.55598,0.18533,1,1,1,1,0,0,0,1,-0.10424375,"-1",1,1,"1"
"35824",2174,4,1,180,0,0.37,0.32,-0.19,1,180,0,0.04633,102,1,19095,-0.50965,0.069495,0,1,0,0,0,0,0,0,0.0595657142857143,"-1",1,1,"-1"
"35825",3606,4,2,270,0,0.37,0.32,0.32,1,0,270,0.04633,103,1,19095,0,0.32432,0,1,0,0,1,1,0,1,0.0595657142857143,"1",1,1,"-1"
"35827",4560,1,1,180,180,-0.19,-0.14,-0.14,1,180,180,-0.04633,105,1,19095,0,-0.139,0,0,1,1,1,1,0,1,-0.118405555555556,"-1",-1,1,"-1"
"35828",2677,4,2,180,270,-0.23,0.19,0.42,1,270,180,-0.41699,106,1,19095,0.23166,0.30116,1,1,0,0,1,0,0,0,-0.208491666666667,"1",1,0,"1"
"35829",4191,1,1,90,180,-0.37,-0.37,-0.05,1,90,180,0,107,1,19095,0.32433,-0.208495,1,0,0,0,1,0,0,0,-0.211072222222222,"-1",-1,1,"1"
"35831",4766,4,2,180,270,0.37,0.28,0.32,1,270,180,0.09266,109,1,19095,0.04633,0.301155,1,1,0,0,1,0,0,0,0.0752875,"1",1,1,"1"
"35832",2825,2,2,270,90,0.32,0.46,0.46,1,90,270,-0.139,110,1,19095,0,0.46332,1,0,0,0,1,1,0,0,-0.01158375,"1",1,1,"1"
"35835",3908,3,2,180,180,-0.46,-0.46,-0.28,1,180,180,0,113,1,19095,0.18533,-0.370655,0,1,1,1,1,0,0,1,-0.181116363636364,"-1",-1,1,"-1"
"35836",3160,4,2,180,180,0.51,0.19,0.23,1,180,180,0.32432,114,1,19095,0.04633,0.208495,0,1,1,1,1,0,0,1,0.532818333333333,"1",1,1,"-1"
"35837",2977,2,1,90,0,0.37,0.28,0.28,1,90,0,0.09266,115,1,19095,0,0.27799,1,0,0,0,1,1,0,0,0.0752875,"1",1,1,"1"
"35838",2685,1,2,0,180,-0.23,-0.14,-0.14,1,180,0,-0.09266,116,1,19095,0,-0.139,0,0,0,0,1,1,0,0,-0.164735555555556,"-1",-1,1,"-1"
"35839",7039,3,2,90,270,-0.05,-0.09,0.05,1,270,90,0.04633,117,1,19095,0.13899,-0.023165,1,1,0,0,0,0,0,0,-0.027798,"1",-1,1,"1"
"35840",2544,3,1,180,180,0.32,0.46,0.46,1,180,180,-0.139,118,1,19095,0,0.46332,0,1,1,1,1,1,0,1,-0.01158375,"1",1,1,"-1"
"35841",3018,3,2,270,0,0.32,0.37,-0.05,1,0,270,-0.04633,119,1,19095,-0.41698,0.16216,0,1,0,0,0,0,0,1,0.138994545454545,"-1",1,1,"-1"
"35842",4486,4,1,90,180,0.46,0.42,0.42,1,90,180,0.04633,120,1,19095,0,0.41699,1,1,0,0,1,1,0,0,0.239383333333333,"1",1,1,"1"
"35843",3526,3,2,90,270,0.28,-0.46,-0.46,1,270,90,0.74131,121,1,19095,0,-0.46332,1,1,0,0,1,1,0,0,0.560193636363636,"-1",-1,0,"1"
"35844",2967,2,1,270,270,0.28,0.28,0.28,1,270,270,0,122,1,19095,0,0.27799,1,0,1,1,1,1,0,1,-0.0173725,"1",1,1,"1"
"35845",2658,1,1,0,180,0.42,0.42,-0.37,1,0,180,0,123,1,19095,-0.78765,0.023165,0,0,0,0,0,0,0,0,0.193053333333333,"-1",1,1,"-1"
"35846",2995,1,2,180,270,-0.28,0.23,0.23,1,270,180,-0.50965,124,1,19095,0,0.23166,1,0,0,0,1,1,0,0,-0.446469090909091,"1",1,0,"1"
"35847",4078,1,1,270,0,0.19,-0.05,-0.05,1,270,0,0.23166,125,1,19095,0,-0.04633,1,0,0,0,1,1,0,1,0.122452857142857,"-1",-1,0,"1"
"35848",3856,4,1,270,0,0.28,-0.28,0.05,1,270,0,0.55598,126,1,19095,0.32432,-0.11583,1,1,0,0,0,0,0,1,0.630114,"1",-1,0,"1"
"35849",3132,4,2,90,270,-0.37,-0.32,-0.46,1,270,90,-0.04633,127,1,19095,-0.139,-0.39382,1,1,0,0,1,0,0,0,-0.09266875,"-1",-1,1,"1"
"35853",2866,3,1,180,90,0.32,0.23,-0.28,1,180,90,0.09266,131,1,19095,-0.50965,-0.023165,0,1,0,0,0,0,0,0,0.155840909090909,"-1",1,1,"-1"
"35856",3055,2,1,0,270,0.51,0.37,0.37,1,0,270,0.139,134,1,19095,0,0.37065,0,0,0,0,1,1,0,1,0.324324545454545,"1",1,1,"-1"
"35857",4261,4,2,270,0,-0.32,0.09,0.09,1,0,270,-0.41699,135,1,19095,0,0.09266,0,1,0,0,1,1,0,1,-0.486481666666667,"1",1,0,"-1"
"35858",4026,4,2,0,90,-0.46,0,-0.23,1,90,0,-0.46332,136,1,19095,-0.23166,-0.11583,1,1,0,0,0,0,0,0,-0.620848,"-1",0,0,"1"
"35861",2976,3,1,0,180,0.19,0.09,-0.32,1,0,180,0.09266,139,1,19095,-0.41698,-0.11583,0,1,0,0,0,0,0,0,0.0231683333333333,"-1",1,1,"-1"
"35862",2940,4,2,0,90,-0.28,-0.28,-0.42,1,90,0,0,140,1,19095,-0.139,-0.34749,1,1,0,0,1,0,0,0,0.074134,"-1",-1,1,"1"
"35864",5223,3,2,180,0,-0.28,-0.32,-0.32,1,0,180,0.04633,142,1,19095,0,-0.32432,0,1,0,0,1,1,0,0,0.00000125000000000819,"-1",-1,1,"-1"
"35865",2984,3,1,180,0,-0.37,-0.19,0.14,1,180,0,-0.18533,143,1,19095,0.32432,-0.02317,0,1,0,0,0,0,0,0,-0.370656,"1",-1,1,"-1"
"35866",4026,4,2,0,270,-0.46,-0.32,0.09,1,270,0,-0.139,144,1,19095,0.41698,-0.11583,1,1,0,0,0,0,0,1,-0.18532875,"1",-1,1,"1"
"35867",3984,4,2,270,90,-0.42,-0.14,0.14,1,90,270,-0.27799,145,1,19095,0.27799,-0.000005000000000005,1,1,0,0,0,0,0,0,-0.350065555555556,"1",-1,1,"1"
"35870",3518,4,2,90,0,-0.14,0.05,-0.14,1,0,90,-0.18533,1,1,18268,-0.18533,-0.046335,0,1,0,0,0,0,0,0,-0.287261,"-1",1,0,"-1"
"35873",2929,4,2,270,0,-0.46,-0.37,0.37,1,0,270,-0.09266,4,1,18268,0.74131,-0.000005000000000005,0,1,0,0,0,0,0,1,-0.157528,"1",-1,1,"-1"
"35877",5785,3,1,90,90,-0.6,-0.46,0,1,90,90,-0.139,8,1,18268,0.46332,-0.23166,1,1,1,1,0,0,0,1,-0.13899,"0",-1,1,"1"
"35879",5116,4,1,270,90,-0.56,-0.46,-0.23,1,270,90,-0.09266,10,1,18268,0.23166,-0.34749,1,1,0,0,1,0,0,0,-0.09266,"-1",-1,1,"1"
"35880",2974,3,2,90,0,0.32,0.19,-0.14,1,0,90,0.139,11,1,18268,-0.32433,0.023165,0,1,0,0,0,0,0,0,0.023165,"-1",1,1,"-1"
"35884",3776,3,1,180,270,0.28,0.23,-0.32,1,180,270,0.04633,15,1,18268,-0.55598,-0.04633,0,1,0,0,0,0,0,0,-0.0637075,"-1",1,1,"-1"
"35888",2443,3,2,90,90,0.19,0.05,-0.42,1,90,90,0.139,19,1,18268,-0.46332,-0.18533,1,1,1,1,0,0,0,1,0.037069,"-1",1,1,"1"
"35889",4081,3,2,90,180,0.42,0.37,0.37,1,180,90,0.04633,20,1,18268,0,0.37065,0,1,0,0,1,1,0,0,0.05212625,"1",1,1,"-1"
"35891",3972,2,2,180,180,-0.32,-0.32,0.23,1,180,180,0,22,1,18268,0.55598,-0.04633,0,0,1,1,0,0,0,1,-0.0595671428571429,"1",-1,1,"-1"
"35892",2630,1,1,180,270,0.51,0.28,-0.14,1,180,270,0.23166,23,1,18268,-0.41699,0.069495,0,0,0,0,0,0,0,0,0.113725454545455,"-1",1,1,"-1"
"35893",3250,2,1,270,180,0.37,0.46,-0.09,1,270,180,-0.09266,24,1,18268,-0.55598,0.18533,1,0,0,0,0,0,0,0,-0.08108375,"-1",1,1,"1"
"35896",3304,1,1,180,270,0.37,0.05,0.14,1,180,270,0.32432,27,1,18268,0.09266,0.09266,0,0,0,0,1,0,0,0,0.222389,"1",1,1,"-1"
"35897",3046,1,2,270,180,-0.05,-0.09,0.23,1,180,270,0.04633,28,1,18268,0.32432,0.0695,0,0,0,0,0,0,0,0,0.00000000000000000693889390390723,"1",-1,1,"-1"
"35899",2815,1,1,270,90,0.32,0.19,-0.14,1,270,90,0.139,30,1,18268,-0.32433,0.023165,1,0,0,0,0,0,0,0,0.023165,"-1",1,1,"1"
"35903",2551,2,2,270,270,0.37,0.14,0.14,1,270,270,0.23166,34,1,18268,0,0.13899,1,0,1,1,1,1,0,1,0.09845125,"1",1,1,"1"
"35904",3625,4,2,270,270,0.09,0.14,0.14,1,270,270,-0.04633,35,1,18268,0,0.13899,1,1,1,1,1,1,0,1,-0.17953875,"1",1,1,"1"
"35905",2541,4,2,90,90,-0.05,0.05,0.05,1,90,90,-0.09266,36,1,18268,0,0.04633,1,1,1,1,1,1,0,1,-0.194591,"1",1,0,"1"
"35907",2692,3,1,270,270,0.37,0.28,0.28,1,270,270,0.09266,38,1,18268,0,0.27799,1,1,1,1,1,1,0,1,-0.0252745454545455,"1",1,1,"1"
"35908",8185,4,2,180,270,0.46,0.42,0.09,1,270,180,0.04633,39,1,18268,-0.32433,0.254825,1,1,0,0,1,0,0,0,-0.01853,"1",1,1,"1"
"35911",3330,1,2,90,180,-0.23,-0.28,0.42,1,180,90,0.04633,42,1,18268,0.69498,0.0695,0,0,0,0,0,0,0,0,0.015445,"1",-1,1,"-1"
"35913",4054,4,1,270,180,0.32,0.05,0.42,1,270,180,0.27799,44,1,18268,0.37066,0.23166,1,1,0,0,1,0,0,0,0.176059,"1",1,1,"1"
"35914",3636,4,1,90,180,-0.19,-0.23,-0.28,1,90,180,0.04633,45,1,18268,-0.04633,-0.254825,1,1,0,0,1,0,0,0,-0.0463333333333333,"-1",-1,1,"1"
"35917",1855,3,1,180,90,-0.28,0.23,-0.28,1,180,90,-0.50965,48,1,18268,-0.50965,-0.023165,0,1,0,0,0,0,0,0,-0.6196875,"-1",1,0,"-1"
"35918",6895,1,2,0,90,-0.42,-0.23,0.05,1,90,0,-0.18533,49,1,18268,0.27799,-0.092665,1,0,0,0,0,0,0,0,-0.277993333333333,"1",-1,1,"1"
"35920",5769,4,2,180,180,0.32,0.28,0.28,1,180,180,0.04633,51,1,18268,0,0.27799,0,1,1,1,1,1,0,1,-0.0716045454545455,"1",1,1,"-1"
"35921",2314,3,2,270,180,0.46,0.23,-0.46,1,180,270,0.23166,52,1,18268,-0.69498,-0.11583,0,1,0,0,0,0,0,0,0.1216225,"-1",1,1,"-1"
"35924",13256,4,1,270,270,0.51,-0.05,-0.46,1,270,270,0.55598,55,1,18268,-0.41699,-0.254825,1,1,1,1,1,0,0,1,0.50965,"-1",-1,0,"1"
"35925",3460,3,1,180,270,0.6,0.19,-0.32,1,180,270,0.41699,56,1,18268,-0.50965,-0.069495,0,1,0,0,0,0,0,0,0.301155,"-1",1,1,"-1"
"35929",3005,3,1,0,90,-0.23,-0.19,-0.28,1,0,90,-0.04633,60,1,18268,-0.09266,-0.23166,0,1,0,0,1,0,0,0,-0.0823688888888889,"-1",-1,1,"-1"
"35930",2702,1,1,180,90,0.42,0.23,0.46,1,180,90,0.18533,61,1,18268,0.23166,0.34749,0,0,0,0,1,0,0,0,0.0752925,"1",1,1,"-1"
"35931",3895,3,2,180,270,-0.32,0,0,1,270,180,-0.32432,62,1,18268,0,0,1,1,0,0,1,1,0,0,-0.37065,"0",0,0,"1"
